"window_idx","cluster","obs_start","obs_end"
558,0,5570,5780
559,0,5580,5790
560,0,5590,5800
561,0,5600,5810
562,0,5610,5820
563,0,5620,5830
564,0,5630,5840
565,0,5640,5850
566,0,5650,5860
567,0,5660,5870
568,0,5670,5880
569,0,5680,5890
570,0,5690,5900
571,0,5700,5910
572,0,5710,5920
573,0,5720,5930
574,0,5730,5940
575,0,5740,5950
576,0,5750,5960
577,1,5760,5970
578,1,5770,5980
579,0,5780,5990
580,0,5790,6000
581,0,5800,6010
582,0,5810,6020
583,0,5820,6030
584,0,5830,6040
585,0,5840,6050
586,0,5850,6060
587,0,5860,6070
588,0,5870,6080
589,0,5880,6090
590,0,5890,6100
591,0,5900,6110
592,0,5910,6120
593,0,5920,6130
594,0,5930,6140
595,0,5940,6150
596,0,5950,6160
597,0,5960,6170
598,1,5970,6180
599,1,5980,6190
600,0,5990,6200
601,0,6000,6210
602,0,6010,6220
603,0,6020,6230
604,0,6030,6240
605,0,6040,6250
606,0,6050,6260
607,0,6060,6270
608,0,6070,6280
609,0,6080,6290
610,0,6090,6300
611,0,6100,6310
612,0,6110,6320
613,0,6120,6330
614,0,6130,6340
615,0,6140,6350
616,0,6150,6360
617,0,6160,6370
618,1,6170,6380
619,1,6180,6390
620,0,6190,6400
621,0,6200,6410
622,0,6210,6420
623,0,6220,6430
624,0,6230,6440
625,0,6240,6450
626,0,6250,6460
627,0,6260,6470
628,0,6270,6480
629,0,6280,6490
630,0,6290,6500
631,0,6300,6510
632,0,6310,6520
633,0,6320,6530
634,0,6330,6540
635,0,6340,6550
636,0,6350,6560
637,0,6360,6570
638,1,6370,6580
639,1,6380,6590
640,0,6390,6600
641,0,6400,6610
642,0,6410,6620
643,0,6420,6630
644,0,6430,6640
645,0,6440,6650
646,0,6450,6660
647,0,6460,6670
648,0,6470,6680
649,0,6480,6690
650,0,6490,6700
651,0,6500,6710
652,0,6510,6720
653,0,6520,6730
654,0,6530,6740
655,0,6540,6750
656,0,6550,6760
657,0,6560,6770
658,0,6570,6780
659,1,6580,6790
660,1,6590,6800
661,0,6600,6810
662,0,6610,6820
663,0,6620,6830
664,0,6630,6840
665,0,6640,6850
666,0,6650,6860
667,0,6660,6870
668,0,6670,6880
669,0,6680,6890
670,0,6690,6900
671,0,6700,6910
672,0,6710,6920
673,0,6720,6930
674,0,6730,6940
675,0,6740,6950
676,0,6750,6960
677,0,6760,6970
678,0,6770,6980
679,1,6780,6990
680,1,6790,7000
681,0,6800,7010
682,0,6810,7020
683,0,6820,7030
684,0,6830,7040
685,0,6840,7050
686,0,6850,7060
687,0,6860,7070
688,0,6870,7080
689,0,6880,7090
690,0,6890,7100
691,0,6900,7110
692,0,6910,7120
693,0,6920,7130
694,0,6930,7140
695,0,6940,7150
696,0,6950,7160
697,0,6960,7170
698,0,6970,7180
699,1,6980,7190
700,1,6990,7200
701,0,7000,7210
702,0,7010,7220
703,0,7020,7230
704,0,7030,7240
705,0,7040,7250
706,0,7050,7260
707,0,7060,7270
708,0,7070,7280
709,0,7080,7290
710,0,7090,7300
711,0,7100,7310
712,0,7110,7320
713,0,7120,7330
714,0,7130,7340
715,0,7140,7350
716,0,7150,7360
717,0,7160,7370
718,1,7170,7380
719,1,7180,7390
720,1,7190,7400
721,0,7200,7410
722,0,7210,7420
723,0,7220,7430
724,0,7230,7440
725,0,7240,7450
726,0,7250,7460
727,0,7260,7470
728,0,7270,7480
729,0,7280,7490
730,0,7290,7500
731,0,7300,7510
732,0,7310,7520
733,0,7320,7530
734,0,7330,7540
735,0,7340,7550
736,0,7350,7560
737,0,7360,7570
738,1,7370,7580
739,1,7380,7590
740,0,7390,7600
741,0,7400,7610
742,0,7410,7620
743,0,7420,7630
744,0,7430,7640
745,0,7440,7650
746,0,7450,7660
747,0,7460,7670
748,0,7470,7680
749,0,7480,7690
750,0,7490,7700
751,0,7500,7710
752,0,7510,7720
753,0,7520,7730
754,0,7530,7740
755,0,7540,7750
756,0,7550,7760
757,1,7560,7770
758,1,7570,7780
759,1,7580,7790
760,0,7590,7800
761,0,7600,7810
762,0,7610,7820
763,0,7620,7830
764,0,7630,7840
765,0,7640,7850
766,0,7650,7860
767,0,7660,7870
768,0,7670,7880
769,0,7680,7890
770,0,7690,7900
771,0,7700,7910
772,0,7710,7920
773,0,7720,7930
774,0,7730,7940
775,0,7740,7950
776,0,7750,7960
777,1,7760,7970
778,1,7770,7980
779,0,7780,7990
780,0,7790,8000
781,0,7800,8010
782,0,7810,8020
783,0,7820,8030
784,0,7830,8040
785,0,7840,8050
786,0,7850,8060
787,0,7860,8070
788,0,7870,8080
789,0,7880,8090
790,0,7890,8100
791,0,7900,8110
792,0,7910,8120
793,0,7920,8130
794,0,7930,8140
795,0,7940,8150
796,1,7950,8160
797,1,7960,8170
798,1,7970,8180
799,0,7980,8190
800,0,7990,8200
801,0,8000,8210
802,0,8010,8220
803,0,8020,8230
804,0,8030,8240
805,0,8040,8250
806,0,8050,8260
807,0,8060,8270
808,0,8070,8280
809,0,8080,8290
810,0,8090,8300
811,0,8100,8310
812,0,8110,8320
813,0,8120,8330
814,0,8130,8340
815,0,8140,8350
816,1,8150,8360
817,1,8160,8370
818,0,8170,8380
819,0,8180,8390
820,0,8190,8400
821,0,8200,8410
822,0,8210,8420
823,0,8220,8430
824,0,8230,8440
825,0,8240,8450
826,0,8250,8460
827,0,8260,8470
828,0,8270,8480
829,0,8280,8490
830,0,8290,8500
831,0,8300,8510
832,0,8310,8520
833,0,8320,8530
834,0,8330,8540
835,1,8340,8550
836,1,8350,8560
837,1,8360,8570
838,0,8370,8580
839,0,8380,8590
840,0,8390,8600
841,0,8400,8610
842,0,8410,8620
843,0,8420,8630
844,0,8430,8640
845,0,8440,8650
846,0,8450,8660
847,0,8460,8670
848,0,8470,8680
849,0,8480,8690
850,0,8490,8700
851,0,8500,8710
852,0,8510,8720
853,0,8520,8730
854,0,8530,8740
855,1,8540,8750
856,1,8550,8760
857,0,8560,8770
858,0,8570,8780
859,0,8580,8790
860,0,8590,8800
861,0,8600,8810
862,0,8610,8820
863,0,8620,8830
864,0,8630,8840
865,0,8640,8850
866,0,8650,8860
867,0,8660,8870
868,0,8670,8880
869,0,8680,8890
870,0,8690,8900
871,0,8700,8910
872,0,8710,8920
873,0,8720,8930
874,1,8730,8940
875,1,8740,8950
876,1,8750,8960
877,0,8760,8970
878,0,8770,8980
879,0,8780,8990
880,0,8790,9000
881,0,8800,9010
882,0,8810,9020
883,0,8820,9030
884,0,8830,9040
885,0,8840,9050
886,0,8850,9060
887,0,8860,9070
888,0,8870,9080
889,0,8880,9090
890,0,8890,9100
891,0,8900,9110
892,0,8910,9120
893,1,8920,9130
894,1,8930,9140
895,1,8940,9150
896,0,8950,9160
897,0,8960,9170
898,0,8970,9180
899,0,8980,9190
900,0,8990,9200
901,0,9000,9210
902,0,9010,9220
903,0,9020,9230
904,0,9030,9240
905,0,9040,9250
906,0,9050,9260
907,0,9060,9270
908,0,9070,9280
909,0,9080,9290
910,0,9090,9300
911,0,9100,9310
912,0,9110,9320
913,1,9120,9330
914,1,9130,9340
915,0,9140,9350
916,0,9150,9360
917,0,9160,9370
918,0,9170,9380
919,0,9180,9390
920,0,9190,9400
921,0,9200,9410
922,0,9210,9420
923,0,9220,9430
924,0,9230,9440
925,0,9240,9450
926,0,9250,9460
927,0,9260,9470
928,0,9270,9480
929,0,9280,9490
930,0,9290,9500
931,0,9300,9510
932,1,9310,9520
933,1,9320,9530
934,1,9330,9540
935,0,9340,9550
936,0,9350,9560
937,0,9360,9570
938,0,9370,9580
939,0,9380,9590
940,0,9390,9600
941,0,9400,9610
942,0,9410,9620
943,0,9420,9630
944,0,9430,9640
945,0,9440,9650
946,0,9450,9660
947,0,9460,9670
948,0,9470,9680
949,0,9480,9690
950,0,9490,9700
951,1,9500,9710
952,1,9510,9720
953,1,9520,9730
954,0,9530,9740
955,0,9540,9750
956,0,9550,9760
957,0,9560,9770
958,0,9570,9780
959,0,9580,9790
960,0,9590,9800
961,0,9600,9810
962,0,9610,9820
963,0,9620,9830
964,0,9630,9840
965,0,9640,9850
966,0,9650,9860
967,0,9660,9870
968,0,9670,9880
969,0,9680,9890
970,0,9690,9900
971,1,9700,9910
972,1,9710,9920
973,0,9720,9930
974,0,9730,9940
975,0,9740,9950
976,0,9750,9960
977,0,9760,9970
978,0,9770,9980
979,0,9780,9990
980,0,9790,10000
981,0,9800,10010
982,0,9810,10020
983,0,9820,10030
984,0,9830,10040
985,0,9840,10050
986,0,9850,10060
987,0,9860,10070
988,0,9870,10080
989,0,9880,10090
990,1,9890,10100
991,1,9900,10110
992,0,9910,10120
993,0,9920,10130
994,0,9930,10140
995,0,9940,10150
996,0,9950,10160
997,0,9960,10170
998,0,9970,10180
999,0,9980,10190
1000,0,9990,10200
1001,0,10000,10210
1002,0,10010,10220
1003,0,10020,10230
1004,0,10030,10240
1005,0,10040,10250
1006,0,10050,10260
1007,0,10060,10270
1008,0,10070,10280
1009,0,10080,10290
1010,1,10090,10300
1011,1,10100,10310
1012,0,10110,10320
1013,0,10120,10330
1014,0,10130,10340
1015,0,10140,10350
1016,0,10150,10360
1017,0,10160,10370
1018,0,10170,10380
1019,0,10180,10390
1020,0,10190,10400
1021,0,10200,10410
1022,0,10210,10420
1023,0,10220,10430
1024,0,10230,10440
1025,0,10240,10450
1026,0,10250,10460
1027,0,10260,10470
1028,0,10270,10480
1029,1,10280,10490
1030,1,10290,10500
1031,0,10300,10510
1032,0,10310,10520
1033,0,10320,10530
1034,0,10330,10540
1035,0,10340,10550
1036,0,10350,10560
1037,0,10360,10570
1038,0,10370,10580
1039,0,10380,10590
1040,0,10390,10600
1041,0,10400,10610
1042,0,10410,10620
1043,0,10420,10630
1044,0,10430,10640
1045,0,10440,10650
1046,0,10450,10660
1047,0,10460,10670
1048,1,10470,10680
1049,1,10480,10690
1050,0,10490,10700
1051,0,10500,10710
1052,0,10510,10720
1053,0,10520,10730
1054,0,10530,10740
1055,0,10540,10750
1056,0,10550,10760
1057,0,10560,10770
1058,0,10570,10780
1059,0,10580,10790
1060,0,10590,10800
1061,0,10600,10810
1062,0,10610,10820
1063,0,10620,10830
1064,0,10630,10840
1065,0,10640,10850
1066,0,10650,10860
1067,0,10660,10870
1068,1,10670,10880
1069,1,10680,10890
1070,0,10690,10900
1071,0,10700,10910
1072,0,10710,10920
1073,0,10720,10930
1074,0,10730,10940
1075,0,10740,10950
1076,0,10750,10960
1077,0,10760,10970
1078,0,10770,10980
1079,0,10780,10990
1080,0,10790,11000
1081,0,10800,11010
1082,0,10810,11020
1083,0,10820,11030
1084,0,10830,11040
1085,0,10840,11050
1086,0,10850,11060
1087,1,10860,11070
1088,1,10870,11080
1089,1,10880,11090
1090,0,10890,11100
1091,0,10900,11110
1092,0,10910,11120
1093,0,10920,11130
1094,0,10930,11140
1095,0,10940,11150
1096,0,10950,11160
1097,0,10960,11170
1098,0,10970,11180
1099,0,10980,11190
1100,0,10990,11200
1101,0,11000,11210
1102,0,11010,11220
1103,0,11020,11230
1104,0,11030,11240
1105,0,11040,11250
1106,0,11050,11260
1107,1,11060,11270
1108,1,11070,11280
1109,0,11080,11290
1110,0,11090,11300
1111,0,11100,11310
1112,0,11110,11320
1113,0,11120,11330
1114,0,11130,11340
1115,0,11140,11350
1116,0,11150,11360
1117,0,11160,11370
1118,0,11170,11380
1119,0,11180,11390
1120,0,11190,11400
1121,0,11200,11410
1122,0,11210,11420
1123,0,11220,11430
1124,0,11230,11440
1125,0,11240,11450
1126,1,11250,11460
1127,1,11260,11470
1128,1,11270,11480
1129,0,11280,11490
1130,0,11290,11500
1131,0,11300,11510
1132,0,11310,11520
1133,0,11320,11530
1134,0,11330,11540
1135,0,11340,11550
1136,0,11350,11560
1137,0,11360,11570
1138,0,11370,11580
1139,0,11380,11590
1140,0,11390,11600
1141,0,11400,11610
1142,0,11410,11620
1143,0,11420,11630
1144,0,11430,11640
1145,0,11440,11650
1146,1,11450,11660
1147,1,11460,11670
1148,0,11470,11680
1149,0,11480,11690
1150,0,11490,11700
1151,0,11500,11710
1152,0,11510,11720
1153,0,11520,11730
1154,0,11530,11740
1155,0,11540,11750
1156,0,11550,11760
1157,0,11560,11770
1158,0,11570,11780
1159,0,11580,11790
1160,0,11590,11800
1161,0,11600,11810
1162,0,11610,11820
1163,0,11620,11830
1164,0,11630,11840
1165,1,11640,11850
1166,1,11650,11860
1167,0,11660,11870
1168,0,11670,11880
1169,0,11680,11890
1170,0,11690,11900
1171,0,11700,11910
1172,0,11710,11920
1173,0,11720,11930
1174,0,11730,11940
1175,0,11740,11950
1176,0,11750,11960
1177,0,11760,11970
1178,0,11770,11980
1179,0,11780,11990
1180,0,11790,12000
1181,0,11800,12010
1182,0,11810,12020
1183,0,11820,12030
1184,0,11830,12040
1185,1,11840,12050
1186,1,11850,12060
1187,0,11860,12070
1188,0,11870,12080
1189,0,11880,12090
1190,0,11890,12100
1191,0,11900,12110
1192,0,11910,12120
1193,0,11920,12130
1194,0,11930,12140
1195,0,11940,12150
1196,0,11950,12160
1197,0,11960,12170
1198,0,11970,12180
1199,0,11980,12190
1200,0,11990,12200
1201,0,12000,12210
1202,0,12010,12220
1203,0,12020,12230
1204,1,12030,12240
1205,1,12040,12250
1206,1,12050,12260
1207,0,12060,12270
1208,0,12070,12280
1209,0,12080,12290
1210,0,12090,12300
1211,0,12100,12310
1212,0,12110,12320
1213,0,12120,12330
1214,0,12130,12340
1215,0,12140,12350
1216,0,12150,12360
1217,0,12160,12370
1218,0,12170,12380
1219,0,12180,12390
1220,0,12190,12400
1221,0,12200,12410
1222,0,12210,12420
1223,1,12220,12430
1224,1,12230,12440
1225,1,12240,12450
1226,0,12250,12460
1227,0,12260,12470
1228,0,12270,12480
1229,0,12280,12490
1230,0,12290,12500
1231,0,12300,12510
1232,0,12310,12520
1233,0,12320,12530
1234,0,12330,12540
1235,0,12340,12550
1236,0,12350,12560
1237,0,12360,12570
1238,0,12370,12580
1239,0,12380,12590
1240,0,12390,12600
1241,0,12400,12610
1242,0,12410,12620
1243,1,12420,12630
1244,1,12430,12640
1245,0,12440,12650
1246,0,12450,12660
1247,0,12460,12670
1248,0,12470,12680
1249,0,12480,12690
1250,0,12490,12700
1251,0,12500,12710
1252,0,12510,12720
1253,0,12520,12730
1254,0,12530,12740
1255,0,12540,12750
1256,0,12550,12760
1257,0,12560,12770
1258,0,12570,12780
1259,0,12580,12790
1260,0,12590,12800
1261,0,12600,12810
1262,0,12610,12820
1263,1,12620,12830
1264,1,12630,12840
1265,0,12640,12850
1266,0,12650,12860
1267,0,12660,12870
1268,0,12670,12880
1269,0,12680,12890
1270,0,12690,12900
1271,0,12700,12910
1272,0,12710,12920
1273,0,12720,12930
1274,0,12730,12940
1275,0,12740,12950
1276,0,12750,12960
1277,0,12760,12970
1278,0,12770,12980
1279,0,12780,12990
1280,0,12790,13000
1281,0,12800,13010
1282,1,12810,13020
1283,1,12820,13030
1284,0,12830,13040
1285,0,12840,13050
1286,0,12850,13060
1287,0,12860,13070
1288,0,12870,13080
1289,0,12880,13090
1290,0,12890,13100
1291,0,12900,13110
1292,0,12910,13120
1293,0,12920,13130
1294,0,12930,13140
1295,0,12940,13150
1296,0,12950,13160
1297,0,12960,13170
1298,0,12970,13180
1299,0,12980,13190
1300,0,12990,13200
1301,1,13000,13210
1302,1,13010,13220
1303,0,13020,13230
1304,0,13030,13240
1305,0,13040,13250
1306,0,13050,13260
1307,0,13060,13270
1308,0,13070,13280
1309,0,13080,13290
1310,0,13090,13300
1311,0,13100,13310
1312,0,13110,13320
1313,0,13120,13330
1314,0,13130,13340
1315,0,13140,13350
1316,0,13150,13360
1317,0,13160,13370
1318,0,13170,13380
1319,0,13180,13390
1320,1,13190,13400
1321,1,13200,13410
1322,0,13210,13420
1323,0,13220,13430
1324,0,13230,13440
1325,0,13240,13450
1326,0,13250,13460
1327,0,13260,13470
1328,0,13270,13480
1329,0,13280,13490
1330,0,13290,13500
1331,0,13300,13510
1332,0,13310,13520
1333,0,13320,13530
1334,0,13330,13540
1335,0,13340,13550
1336,0,13350,13560
1337,0,13360,13570
1338,0,13370,13580
1339,0,13380,13590
1340,1,13390,13600
1341,1,13400,13610
1342,0,13410,13620
1343,0,13420,13630
1344,0,13430,13640
1345,0,13440,13650
1346,0,13450,13660
1347,0,13460,13670
1348,0,13470,13680
1349,0,13480,13690
1350,0,13490,13700
1351,0,13500,13710
1352,0,13510,13720
1353,0,13520,13730
1354,0,13530,13740
1355,0,13540,13750
1356,0,13550,13760
1357,0,13560,13770
1358,0,13570,13780
1359,1,13580,13790
1360,1,13590,13800
1361,1,13600,13810
1362,0,13610,13820
1363,0,13620,13830
1364,0,13630,13840
1365,0,13640,13850
1366,0,13650,13860
1367,0,13660,13870
1368,0,13670,13880
1369,0,13680,13890
1370,0,13690,13900
1371,0,13700,13910
1372,0,13710,13920
1373,0,13720,13930
